#Cluster   Frames     Frac  AvgDist    Stdev Centroid AvgCDist
       0       23    0.245    2.264    0.675       68    6.179
       1       14    0.149    1.752    0.602       19    7.991
       2        9    0.096    1.714    0.732       45    6.032
       3        8    0.085    2.240    0.862       80    7.281
       4        7    0.074    1.221    0.395        2    7.410
       5        6    0.064    2.043    0.506       36    6.360
       6        6    0.064    1.580    0.868       78    6.660
       7        5    0.053    1.374    0.680       40    6.452
       8        4    0.043    1.207    0.752       33    6.966
       9        3    0.032    2.147    0.952       13    9.035
      10        3    0.032    0.225    0.057       69    6.268
      11        2    0.021    1.450    0.000       31    8.357
      12        2    0.021    0.436    0.000       79    7.146
      13        1    0.011    0.000    0.000       11    6.756
      14        1    0.011    0.000    0.000       61    8.425
